,model_name,param,used_statistics,vote,score
9550,LGB,"{'n_estimators': 300, 'max_depth': 25, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.5}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,141.0
9551,Voting,{'weights_nr': 5},"['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,141.0
9552,RFC,"{'n_estimators': 400, 'max_depth': 50, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2'}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,141.5
9553,XGB,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 1.0, 'gamma': 0.2}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,141.0
9554,LGB,"{'n_estimators': 400, 'max_depth': 10, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,128.0
9555,Voting,{'weights_nr': 1},"['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,141.0
9556,RFC,"{'n_estimators': 500, 'max_depth': 50, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2'}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,131.0
9557,XGB,"{'n_estimators': 300, 'max_depth': 10, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.5, 'gamma': 0.2}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,136.0
9558,LGB,"{'n_estimators': 300, 'max_depth': 50, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,128.0
9559,Voting,{'weights_nr': 5},"['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,141.0
9560,RFC,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt'}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,131.0
9561,XGB,"{'n_estimators': 400, 'max_depth': 10, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 1.0, 'gamma': 0.0}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,141.0
9562,LGB,"{'n_estimators': 200, 'max_depth': 10, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,131.0
9563,Voting,{'weights_nr': 5},"['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,136.0
9564,RFC,"{'n_estimators': 100, 'max_depth': 25, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2'}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,131.0
9565,XGB,"{'n_estimators': 200, 'max_depth': 10, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.8, 'gamma': 0.0}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,120.5
9566,LGB,"{'n_estimators': 500, 'max_depth': 25, 'learning_rate': 0.2, 'subsample': 1.0, 'colsample_bytree': 1.0}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,136.0
9567,Voting,{'weights_nr': 5},"['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,136.0
9568,RFC,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,141.5
9569,XGB,"{'n_estimators': 100, 'max_depth': 100, 'learning_rate': 0.01, 'subsample': 0.6, 'colsample_bytree': 0.5, 'gamma': 0.0}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,131.0
9570,LGB,"{'n_estimators': 500, 'max_depth': None, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,141.0
9571,Voting,{'weights_nr': 0},"['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,131.0
9572,RFC,"{'n_estimators': 500, 'max_depth': 100, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt'}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,131.0
9573,XGB,"{'n_estimators': 200, 'max_depth': None, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.5, 'gamma': 0.1}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,131.0
9574,LGB,"{'n_estimators': 300, 'max_depth': 100, 'learning_rate': 0.2, 'subsample': 0.8, 'colsample_bytree': 1.0}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,136.0
9575,Voting,{'weights_nr': 1},"['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,136.0
9576,RFC,"{'n_estimators': 400, 'max_depth': 50, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2'}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,131.0
9577,XGB,"{'n_estimators': 200, 'max_depth': 25, 'learning_rate': 0.05, 'subsample': 1.0, 'colsample_bytree': 0.5, 'gamma': 0.3}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,141.0
9578,LGB,"{'n_estimators': 300, 'max_depth': 25, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 1.0}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,117.5
9579,Voting,{'weights_nr': 4},"['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,141.0
9580,RFC,"{'n_estimators': 200, 'max_depth': 100, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt'}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,131.0
9581,XGB,"{'n_estimators': 400, 'max_depth': 50, 'learning_rate': 0.2, 'subsample': 0.6, 'colsample_bytree': 1.0, 'gamma': 0.0}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,149.0
9582,LGB,"{'n_estimators': 100, 'max_depth': 100, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.5}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,131.0
9583,Voting,{'weights_nr': 4},"['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,141.0
9584,RFC,"{'n_estimators': 500, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2'}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,131.0
9585,XGB,"{'n_estimators': 300, 'max_depth': None, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.5, 'gamma': 0.2}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,149.0
9586,LGB,"{'n_estimators': 400, 'max_depth': 100, 'learning_rate': 0.1, 'subsample': 0.6, 'colsample_bytree': 0.8}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,124.25
9587,Voting,{'weights_nr': 1},"['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,136.0
9588,RFC,"{'n_estimators': 300, 'max_depth': 25, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt'}","['FTM_per_GP' 'REB_per_GP' 'AST_per_GP' 'TO' 'STL_per_GP' 'MIN' 'FGM_2'
 'All-Star' 'FG_PCT' 'L' 'BLK' 'PTS_per_GP' 'FG3A' 'FGA' 'FG3M_per_GP'
 'DPOY' 'FTM_2' 'FG3_PCT' 'DD' 'FP' 'FP_per_GP' 'All-Star-MVP' 'FT_PCT'
 'FTA_per_GP' 'FG3A_per_GP' 'FTA' 'POTM' 'FGM_per_GP' 'REB' 'FGA_per_GP'
 'ROTM' 'MIN_per_GP' 'W' 'TD' 'PIE']",True,131.0
