,model_name,param,used_statistics,vote,score
5415,Voting,{'weights_nr': 0},"['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,155.75
5416,RFC,"{'n_estimators': 500, 'max_depth': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2'}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,147.5
5417,XGB,"{'n_estimators': 400, 'max_depth': None, 'learning_rate': 0.2, 'subsample': 0.8, 'colsample_bytree': 1.0, 'gamma': 0.3}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,142.25
5418,LGB,"{'n_estimators': 200, 'max_depth': 100, 'learning_rate': 0.2, 'subsample': 0.8, 'colsample_bytree': 1.0}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,149.5
5419,Voting,{'weights_nr': 5},"['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,151.25
5420,RFC,"{'n_estimators': 400, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt'}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,149.25
5421,XGB,"{'n_estimators': 400, 'max_depth': None, 'learning_rate': 0.1, 'subsample': 0.6, 'colsample_bytree': 0.8, 'gamma': 0.2}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,142.5
5422,LGB,"{'n_estimators': 200, 'max_depth': None, 'learning_rate': 0.2, 'subsample': 0.6, 'colsample_bytree': 0.8}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,154.0
5423,Voting,{'weights_nr': 3},"['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",False,143.25
5424,RFC,"{'n_estimators': 500, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt'}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,147.5
5425,XGB,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.5, 'gamma': 0.1}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,148.75
5426,LGB,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.1, 'subsample': 0.6, 'colsample_bytree': 0.5}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,155.75
5427,Voting,{'weights_nr': 2},"['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",False,158.5
5428,RFC,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",False,147.5
5429,XGB,"{'n_estimators': 200, 'max_depth': 25, 'learning_rate': 0.2, 'subsample': 1.0, 'colsample_bytree': 0.5, 'gamma': 0.2}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,139.5
5430,LGB,"{'n_estimators': 200, 'max_depth': 50, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.5}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,148.25
5431,Voting,{'weights_nr': 2},"['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,154.75
5432,RFC,"{'n_estimators': 400, 'max_depth': 50, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt'}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",False,149.75
5433,XGB,"{'n_estimators': 400, 'max_depth': 100, 'learning_rate': 0.2, 'subsample': 0.6, 'colsample_bytree': 0.8, 'gamma': 0.0}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,139.5
5434,LGB,"{'n_estimators': 400, 'max_depth': 50, 'learning_rate': 0.2, 'subsample': 0.6, 'colsample_bytree': 1.0}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,151.25
5435,Voting,{'weights_nr': 0},"['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,146.5
5436,RFC,"{'n_estimators': 300, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2'}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",False,149.75
5437,XGB,"{'n_estimators': 200, 'max_depth': 25, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.5, 'gamma': 0.3}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,148.75
5438,LGB,"{'n_estimators': 200, 'max_depth': 10, 'learning_rate': 0.2, 'subsample': 1.0, 'colsample_bytree': 1.0}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,163.0
5439,Voting,{'weights_nr': 1},"['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,151.25
5440,RFC,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,151.0
5441,XGB,"{'n_estimators': 300, 'max_depth': None, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.5, 'gamma': 0.0}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,155.0
5442,LGB,"{'n_estimators': 500, 'max_depth': None, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.5}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,150.75
5443,Voting,{'weights_nr': 4},"['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,155.0
5444,RFC,"{'n_estimators': 500, 'max_depth': 100, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'log2'}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",False,145.5
5445,XGB,"{'n_estimators': 200, 'max_depth': 50, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 1.0, 'gamma': 0.4}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,149.0
5446,LGB,"{'n_estimators': 300, 'max_depth': 50, 'learning_rate': 0.2, 'subsample': 1.0, 'colsample_bytree': 0.8}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,157.0
5447,Voting,{'weights_nr': 1},"['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",False,146.25
5448,RFC,"{'n_estimators': 100, 'max_depth': 25, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2'}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",False,147.5
5449,XGB,"{'n_estimators': 300, 'max_depth': 50, 'learning_rate': 0.2, 'subsample': 1.0, 'colsample_bytree': 0.8, 'gamma': 0.1}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,160.0
5450,LGB,"{'n_estimators': 300, 'max_depth': 10, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,148.0
5451,Voting,{'weights_nr': 1},"['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,152.25
5452,RFC,"{'n_estimators': 400, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt'}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",False,153.0
5453,XGB,"{'n_estimators': 200, 'max_depth': None, 'learning_rate': 0.05, 'subsample': 1.0, 'colsample_bytree': 0.5, 'gamma': 0.3}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,157.0
5454,LGB,"{'n_estimators': 200, 'max_depth': 100, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.5}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,153.75
5455,Voting,{'weights_nr': 2},"['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,150.0
5456,RFC,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt'}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",False,147.5
5457,XGB,"{'n_estimators': 200, 'max_depth': 100, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 1.0, 'gamma': 0.0}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",False,141.0
5458,LGB,"{'n_estimators': 200, 'max_depth': 100, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,154.75
5459,Voting,{'weights_nr': 5},"['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,148.75
5460,RFC,"{'n_estimators': 300, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt'}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",False,149.75
5461,XGB,"{'n_estimators': 300, 'max_depth': None, 'learning_rate': 0.05, 'subsample': 1.0, 'colsample_bytree': 0.8, 'gamma': 0.3}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,148.5
5462,LGB,"{'n_estimators': 400, 'max_depth': 100, 'learning_rate': 0.05, 'subsample': 1.0, 'colsample_bytree': 1.0}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,154.0
5463,Voting,{'weights_nr': 2},"['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,154.75
5464,RFC,"{'n_estimators': 500, 'max_depth': 50, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2'}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,147.5
5465,XGB,"{'n_estimators': 500, 'max_depth': 50, 'learning_rate': 0.2, 'subsample': 1.0, 'colsample_bytree': 0.5, 'gamma': 0.4}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,139.0
5466,LGB,"{'n_estimators': 300, 'max_depth': 50, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,158.0
5467,Voting,{'weights_nr': 1},"['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,150.5
5468,RFC,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2'}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,148.75
5469,XGB,"{'n_estimators': 500, 'max_depth': 25, 'learning_rate': 0.1, 'subsample': 0.6, 'colsample_bytree': 0.5, 'gamma': 0.0}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,162.5
5470,LGB,"{'n_estimators': 300, 'max_depth': 100, 'learning_rate': 0.05, 'subsample': 1.0, 'colsample_bytree': 0.5}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,150.0
5471,Voting,{'weights_nr': 0},"['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",False,152.0
5472,RFC,"{'n_estimators': 400, 'max_depth': 100, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2'}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",False,149.75
5473,XGB,"{'n_estimators': 400, 'max_depth': 25, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0, 'gamma': 0.1}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",False,147.75
5474,LGB,"{'n_estimators': 100, 'max_depth': 100, 'learning_rate': 0.2, 'subsample': 1.0, 'colsample_bytree': 0.8}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,157.5
5475,Voting,{'weights_nr': 4},"['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,147.5
5476,RFC,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt'}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,151.0
5477,XGB,"{'n_estimators': 300, 'max_depth': 10, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 1.0, 'gamma': 0.1}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,134.0
5478,LGB,"{'n_estimators': 400, 'max_depth': 100, 'learning_rate': 0.2, 'subsample': 1.0, 'colsample_bytree': 1.0}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,151.25
5479,Voting,{'weights_nr': 5},"['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,160.25
5480,RFC,"{'n_estimators': 100, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2'}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,148.75
5481,XGB,"{'n_estimators': 100, 'max_depth': 25, 'learning_rate': 0.01, 'subsample': 0.6, 'colsample_bytree': 0.5, 'gamma': 0.4}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,152.0
5482,LGB,"{'n_estimators': 200, 'max_depth': 25, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.5}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,148.25
5483,Voting,{'weights_nr': 3},"['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",False,146.0
5484,RFC,"{'n_estimators': 300, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2'}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,151.25
5485,XGB,"{'n_estimators': 200, 'max_depth': 50, 'learning_rate': 0.2, 'subsample': 0.8, 'colsample_bytree': 1.0, 'gamma': 0.4}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",False,143.75
5486,LGB,"{'n_estimators': 200, 'max_depth': 10, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 1.0}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,151.5
5487,Voting,{'weights_nr': 5},"['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",False,146.5
5488,RFC,"{'n_estimators': 300, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt'}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",False,149.75
5489,XGB,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.5, 'gamma': 0.3}","['FG_PCT' 'POTW' 'FG3_PCT' 'PIE' 'POTM' 'All-Star' 'All-Star-MVP' 'FGA'
 'MIN' 'FTM_per_GP' 'L' 'MIN_per_GP' 'BLK_per_GP' 'GP' 'FGA_per_GP']",True,152.5
